[3.0, 1.0, 4.0, 0.5, 1.0, 1.0, 1.0, 0.0, -0.1]	[392.0, 6.028420901288825e-12]
[4.0, 3.0, 1.0, 0.5, 1.0, 1.0, 1.0, 0.0, -0.1]	[394.0, 6.028420901225663e-12]
[3.0, 2.0, 4.0, 0.5, 1.0, 1.0, 1.0, 0.0, -0.1]	[400.0, 3.8062133892915435e-13]
[3.0, 2.0, 2.0, 0.5, 1.0, 1.0, 1.0, 0.0, -0.1]	[421.0, 1.1167070521816868e-11]
[1.0, 3.0, 3.0, 0.5, 1.0, 1.0, 1.0, 0.0, -0.1]	[437.0, 7.729294063842338e-12]
[2.0, 4.0, 2.0, 0.5, 1.0, 1.0, 1.0, 0.0, -0.1]	[440.0, 2.849138455459308e-12]
[2.0, 2.0, 4.0, 0.5, 1.0, 1.0, 1.0, 0.0, -0.1]	[452.0, 2.84913845546042e-12]
[2.0, 3.0, 1.0, 0.5, 1.0, 1.0, 1.0, 0.0, -0.1]	[459.0, 2.108104150299879e-11]
[2.0, 3.0, 2.0, 0.5, 1.0, 1.0, 1.0, 0.0, -0.1]	[468.0, 1.1167070521816868e-11]
[2.0, 3.0, 4.0, 0.5, 1.0, 1.0, 1.0, 0.0, -0.1]	[473.0, 3.8062133892915435e-13]
[4.0, 4.0, 2.0, 0.5, 1.0, 1.0, 1.0, 0.0, -0.1]	[480.0, 4.6677400773521625e-12]
[1.0, 2.0, 4.0, 0.5, 1.0, 1.0, 1.0, 0.0, -0.1]	[495.0, 9.312875429995162e-12]
[3.0, 3.0, 2.0, 0.5, 1.0, 1.0, 1.0, 0.0, -0.1]	[496.0, 2.555885693691593e-12]
[3.0, 4.0, 2.0, 0.5, 1.0, 1.0, 1.0, 0.0, -0.1]	[514.0, 3.8062133892259567e-13]
[3.0, 1.0, 4.0, 0.5, 1.0, 1.0, 1.0, 0.0, -0.1]	[525.0, 6.028420901288825e-12]
[4.0, 3.0, 2.0, 0.5, 1.0, 1.0, 1.0, 0.0, -0.1]	[535.0, 3.8062133892259567e-13]
[4.0, 2.0, 3.0, 0.5, 1.0, 1.0, 1.0, 0.0, -0.1]	[741.0, 3.8062133893576543e-13]
[2.0, 3.0, 4.0, 0.5, 1.0, 1.0, 1.0, 0.0, -0.1]	[767.0, 3.8062133892915435e-13]
[4.0, 2.0, 3.0, 0.5, 1.0, 1.0, 1.0, 0.0, -0.1]	[856.0, 3.8062133893576543e-13]
[4.0, 3.0, 2.0, 0.5, 1.0, 1.0, 1.0, 0.0, -0.1]	[882.0, 3.8062133892259567e-13]
[2.0, 3.0, 4.0, 0.5, 1.0, 1.0, 1.0, 0.0, -0.1]	[990.0, 3.8062133892915435e-13]
