[3.0, 3.0, 2.0, 0.7, 1.0, 4.0, 4.0, 0.0, 0.3]	[1.0, 478.9518101505394]
[3.0, 3.0, 2.0, 0.7, 2.0, 4.0, 1.0, 0.0, 0.3]	[4.0, 479.20764389481303]
[4.0, 2.0, 3.0, 0.7, 2.0, 4.0, 1.0, 0.0, 0.3]	[5.0, 476.75467488893065]
[4.0, 2.0, 3.0, 0.7, 2.0, 4.0, 1.0, 0.0, 0.0]	[6.0, 3.218067236056104]
[4.0, 2.0, 3.0, 0.7, 4.0, 2.0, 2.0, 0.0, 0.0]	[12.0, 3.1070109045102474]
[3.0, 4.0, 1.0, 0.7, 4.0, 2.0, 2.0, 0.0, 0.0]	[14.0, 3.1070108103660634]
[3.0, 4.0, 1.0, 0.7, 2.0, 1.0, 3.0, 0.0, 0.0]	[15.0, 3.304215987625982]
[1.0, 2.0, 1.0, 0.7, 2.0, 1.0, 3.0, 0.0, 0.0]	[16.0, 3.3042207519718456]
[1.0, 2.0, 1.0, 0.7, 2.0, 1.0, 3.0, 0.0, -0.1]	[17.0, 2.347958912901095]
[1.0, 2.0, 1.0, 0.7, 1.0, 1.0, 4.0, 0.0, -0.1]	[18.0, 1.2500097781305208]
[2.0, 1.0, 3.0, 0.7, 1.0, 1.0, 4.0, 0.0, -0.1]	[20.0, 1.2500097603381588]
[4.0, 2.0, 4.0, 0.7, 1.0, 1.0, 4.0, 0.0, -0.1]	[21.0, 1.2500096991314955]
[3.0, 3.0, 4.0, 0.7, 1.0, 1.0, 4.0, 0.0, -0.1]	[23.0, 1.2500096916304493]
[3.0, 3.0, 4.0, 0.8, 1.0, 1.0, 4.0, 0.0, -0.1]	[25.0, 1.2500097805215076]
[3.0, 3.0, 4.0, 0.8, 1.0, 3.0, 1.0, 0.0, -0.1]	[28.0, 0.6564181573546308]
[3.0, 3.0, 4.0, 0.0, 1.0, 3.0, 1.0, 0.0, -0.1]	[30.0, 0.5891641918127765]
[3.0, 1.0, 2.0, 0.0, 1.0, 3.0, 1.0, 0.0, -0.1]	[34.0, 0.6512449057984697]
[3.0, 1.0, 2.0, 0.2, 1.0, 3.0, 1.0, 0.0, -0.1]	[38.0, 0.6558477462684945]
[3.0, 1.0, 2.0, 0.4, 1.0, 3.0, 1.0, 0.0, -0.1]	[43.0, 0.6564079880872504]
[3.0, 1.0, 2.0, 0.2, 1.0, 3.0, 1.0, 0.0, -0.1]	[49.0, 0.6558477462684945]
[4.0, 3.0, 3.0, 0.2, 1.0, 3.0, 1.0, 0.0, -0.1]	[51.0, 0.6546758907465375]
[4.0, 3.0, 3.0, 0.0, 1.0, 3.0, 1.0, 0.0, -0.1]	[52.0, 0.5891641918127765]
[3.0, 2.0, 1.0, 0.0, 1.0, 3.0, 1.0, 0.0, -0.1]	[55.0, 0.6386656227243654]
[3.0, 4.0, 1.0, 0.0, 1.0, 3.0, 1.0, 0.0, -0.1]	[61.0, 0.6235464599413441]
[3.0, 3.0, 2.0, 0.0, 1.0, 3.0, 1.0, 0.0, -0.1]	[69.0, 0.6086784734468137]
[4.0, 4.0, 4.0, 0.0, 1.0, 3.0, 1.0, 0.0, -0.1]	[81.0, 0.562902661874086]
[4.0, 4.0, 4.0, 0.0, 1.0, 2.0, 1.0, 0.0, -0.1]	[86.0, 0.18361117133171562]
[4.0, 4.0, 4.0, 0.0, 1.0, 1.0, 1.0, 0.0, -0.1]	[168.0, 0.0848351534595281]
[1.0, 4.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, -0.1]	[169.0, 0.02887698954157837]
[2.0, 1.0, 2.0, 0.0, 1.0, 1.0, 1.0, 0.0, -0.1]	[182.0, 0.023810574403639716]
[2.0, 1.0, 2.0, 0.3, 1.0, 1.0, 1.0, 0.0, -0.1]	[186.0, 4.695222396831044e-7]
[2.0, 1.0, 2.0, 0.8, 1.0, 1.0, 1.0, 0.0, -0.1]	[191.0, 5.903651273980906e-10]
[2.0, 1.0, 2.0, 0.5, 1.0, 1.0, 1.0, 0.0, -0.1]	[192.0, 4.4103973861227607e-11]
[3.0, 3.0, 2.0, 0.5, 1.0, 1.0, 1.0, 0.0, -0.1]	[196.0, 2.555885693691593e-12]
[3.0, 3.0, 4.0, 0.5, 1.0, 1.0, 1.0, 0.0, -0.1]	[207.0, 2.8271674275087044e-12]
[1.0, 4.0, 3.0, 0.5, 1.0, 1.0, 1.0, 0.0, -0.1]	[208.0, 6.028420901372238e-12]
[1.0, 4.0, 3.0, 0.3, 1.0, 1.0, 1.0, 0.0, -0.1]	[211.0, 9.151328263910622e-7]
[1.0, 2.0, 1.0, 0.3, 1.0, 1.0, 1.0, 0.0, -0.1]	[212.0, 3.596348340078326e-7]
[4.0, 2.0, 3.0, 0.3, 1.0, 1.0, 1.0, 0.0, -0.1]	[215.0, 9.00951730283594e-7]
[2.0, 1.0, 2.0, 0.3, 1.0, 1.0, 1.0, 0.0, -0.1]	[216.0, 4.695222396831044e-7]
[2.0, 1.0, 2.0, 0.6, 1.0, 1.0, 1.0, 0.0, -0.1]	[221.0, 4.620990075103904e-10]
[4.0, 4.0, 4.0, 0.6, 1.0, 1.0, 1.0, 0.0, -0.1]	[222.0, 3.93563813389187e-10]
[1.0, 2.0, 4.0, 0.6, 1.0, 1.0, 1.0, 0.0, -0.1]	[224.0, 4.326173572493601e-10]
[1.0, 2.0, 4.0, 0.5, 1.0, 1.0, 1.0, 0.0, -0.1]	[228.0, 9.312875429995162e-12]
[3.0, 1.0, 4.0, 0.5, 1.0, 1.0, 1.0, 0.0, -0.1]	[231.0, 6.028420901288825e-12]
[4.0, 2.0, 1.0, 0.5, 1.0, 1.0, 1.0, 0.0, -0.1]	[232.0, 9.312875429992054e-12]
[3.0, 1.0, 1.0, 0.5, 1.0, 1.0, 1.0, 0.0, -0.1]	[235.0, 4.466837907061832e-11]
[2.0, 3.0, 2.0, 0.5, 1.0, 1.0, 1.0, 0.0, -0.1]	[237.0, 1.1167070521816868e-11]
[3.0, 4.0, 1.0, 0.5, 1.0, 1.0, 1.0, 0.0, -0.1]	[242.0, 6.028420901225663e-12]
[1.0, 2.0, 2.0, 0.5, 1.0, 1.0, 1.0, 0.0, -0.1]	[245.0, 4.4103973861227607e-11]
[3.0, 4.0, 4.0, 0.5, 1.0, 1.0, 1.0, 0.0, -0.1]	[246.0, 1.116702202810797e-11]
[1.0, 1.0, 1.0, 0.5, 1.0, 1.0, 1.0, 0.0, -0.1]	[248.0, 1.2446379749889423e-10]
[2.0, 4.0, 1.0, 0.5, 1.0, 1.0, 1.0, 0.0, -0.1]	[251.0, 9.312875429992054e-12]
[2.0, 2.0, 4.0, 0.5, 1.0, 1.0, 1.0, 0.0, -0.1]	[252.0, 2.84913845546042e-12]
[2.0, 2.0, 4.0, 0.8, 1.0, 1.0, 1.0, 0.0, -0.1]	[260.0, 5.894422559411119e-10]
[4.0, 2.0, 3.0, 0.8, 1.0, 1.0, 1.0, 0.0, -0.1]	[261.0, 5.891465523204834e-10]
[3.0, 1.0, 3.0, 0.8, 1.0, 1.0, 1.0, 0.0, -0.1]	[266.0, 5.894855933583305e-10]
[3.0, 1.0, 3.0, 0.7, 1.0, 1.0, 1.0, 0.0, -0.1]	[267.0, 5.664330027154588e-10]
[2.0, 1.0, 2.0, 0.7, 1.0, 1.0, 1.0, 0.0, -0.1]	[271.0, 5.719742650532673e-10]
[2.0, 3.0, 2.0, 0.7, 1.0, 1.0, 1.0, 0.0, -0.1]	[272.0, 5.682885008571537e-10]
[4.0, 2.0, 3.0, 0.7, 1.0, 1.0, 1.0, 0.0, -0.1]	[278.0, 5.642605544883775e-10]
[3.0, 1.0, 4.0, 0.7, 1.0, 1.0, 1.0, 0.0, -0.1]	[282.0, 5.63762496149636e-10]
[4.0, 3.0, 2.0, 0.7, 1.0, 1.0, 1.0, 0.0, -0.1]	[284.0, 5.642605544895482e-10]
[3.0, 2.0, 2.0, 0.7, 1.0, 1.0, 1.0, 0.0, -0.1]	[289.0, 5.682885008571537e-10]
[3.0, 2.0, 2.0, 0.4, 1.0, 1.0, 1.0, 0.0, -0.1]	[295.0, 1.1985549181584386e-8]
[2.0, 2.0, 1.0, 0.4, 1.0, 1.0, 1.0, 0.0, -0.1]	[300.0, 8.1302849291939e-9]
[2.0, 2.0, 1.0, 0.8, 1.0, 1.0, 1.0, 0.0, -0.1]	[321.0, 5.903651274002975e-10]
[2.0, 2.0, 1.0, 0.4, 1.0, 1.0, 1.0, 0.0, -0.1]	[322.0, 8.1302849291939e-9]
[2.0, 2.0, 1.0, 0.6, 1.0, 1.0, 1.0, 0.0, -0.1]	[325.0, 4.620990075103904e-10]
[2.0, 4.0, 1.0, 0.6, 1.0, 1.0, 1.0, 0.0, -0.1]	[326.0, 4.3261735724765844e-10]
[2.0, 1.0, 1.0, 0.6, 1.0, 1.0, 1.0, 0.0, -0.1]	[330.0, 4.772426224459478e-10]
[2.0, 1.0, 1.0, 0.5, 1.0, 1.0, 1.0, 0.0, -0.1]	[333.0, 7.725694062088237e-11]
[3.0, 2.0, 3.0, 0.5, 1.0, 1.0, 1.0, 0.0, -0.1]	[335.0, 2.5558856936886187e-12]
[2.0, 1.0, 3.0, 0.5, 1.0, 1.0, 1.0, 0.0, -0.1]	[341.0, 2.1081041502508403e-11]
[2.0, 3.0, 3.0, 0.5, 1.0, 1.0, 1.0, 0.0, -0.1]	[345.0, 2.5558856936886187e-12]
[3.0, 4.0, 1.0, 0.5, 1.0, 1.0, 1.0, 0.0, -0.1]	[370.0, 6.028420901225663e-12]
[4.0, 1.0, 2.0, 0.5, 1.0, 1.0, 1.0, 0.0, -0.1]	[374.0, 9.312875429992054e-12]
[1.0, 4.0, 4.0, 0.5, 1.0, 1.0, 1.0, 0.0, -0.1]	[376.0, 1.5339002195400144e-11]
[2.0, 4.0, 3.0, 0.5, 1.0, 1.0, 1.0, 0.0, -0.1]	[381.0, 3.8062133893576543e-13]
