[4.0, 4.0, 1.0, 0.1, 1.0, 1.0, 2.0, 0.0, 0.4]	[1.0, 451.3604722550545]
[4.0, 4.0, 1.0, 0.8, 1.0, 1.0, 2.0, 0.0, 0.4]	[2.0, 18.61477202505586]
[4.0, 4.0, 1.0, 0.8, 4.0, 4.0, 2.0, 0.0, 0.4]	[4.0, 4.29935506862304]
[4.0, 4.0, 1.0, 0.8, 4.0, 4.0, 1.0, 0.0, 0.4]	[7.0, 2.999757050740963]
[4.0, 4.0, 1.0, 0.8, 4.0, 2.0, 2.0, 0.0, 0.4]	[15.0, 2.999777292053727]
[4.0, 4.0, 1.0, 0.8, 4.0, 4.0, 1.0, 0.0, 0.4]	[30.0, 2.999757050740963]
[3.0, 1.0, 3.0, 0.8, 4.0, 4.0, 1.0, 0.0, 0.4]	[42.0, 3.0606474967889734]
[1.0, 4.0, 3.0, 0.8, 4.0, 4.0, 1.0, 0.0, 0.4]	[47.0, 2.8464073717965572]
[1.0, 4.0, 3.0, 0.8, 2.0, 2.0, 4.0, 0.0, 0.4]	[88.0, 2.793916828619266]
[1.0, 4.0, 3.0, 0.8, 4.0, 3.0, 1.0, 0.0, 0.4]	[128.0, 2.7875435876363746]
